,id,n_victimas,fecha,aaaa,mm,dd,hora,hh,lugar_del_hecho,tipo_de_calle,calle,altura,cruce,direccion_normalizada,comuna,longitud,latitud,participantes,victima,acusado,Tipo_siniestro
14731,LC-2020-0583196,1,2020-10-26 00:00:00,2020,10,26,08:00:00 p.m.,20,,CALLE,GODOY CRUZ,0.0,SOLER,GODOY CRUZ y SOLER,14,-58.429406255957,-34.5833956009,SD-SD,,,Lesion
14732,LC-2020-0583215,1,2020-10-26 00:00:00,2020,10,26,05:48:00 p.m.,17,,AVENIDA,"NEWBERY, JORGE AV.",0.0,GUZMAN,"NEWBERY, JORGE AV. y GUZMAN",15,-58.451806231102,-34.589677835259,PEATON-SD,PEATON,,Lesion
14733,LC-2020-0583220,1,2020-10-26 00:00:00,2020,10,26,04:00:00 p.m.,16,,AVENIDA,"GARAY, JUAN DE AV.",0.0,CASTRO,"GARAY, JUAN DE AV. y CASTRO",5,-58.419189021832,-34.631742599750,MOTO-AUTO,MOTO,AUTO,Lesion
14734,LC-2020-0583342,1,2020-10-26 00:00:00,2020,10,26,10:00:00 p.m.,22,,CALLE,ALLENDE,0.0,SIMBRON,ALLENDE y SIMBRON,11,-58.515165690227,-34.610773454149,SD-SD,,,Lesion
14735,LC-2020-0583377,3,2020-10-26 00:00:00,2020,10,26,09:30:00 p.m.,21,,AVENIDA,INDEPENDENCIA AV.,0.0,LIMA,INDEPENDENCIA AV. y LIMA,1,-58.381514880155,-34.617660112719,SD-SD,,,Lesion
14736,LC-2020-0583659,1,2020-10-27 00:00:00,2020,10,27,06:20:00 a.m.,6,,AVENIDA,SAN MARTIN AV.,2710.0,,SAN MARTIN AV. 2710,11,-58.463936103519,-34.603286751827,SD-SD,,,Lesion
14737,LC-2020-0583725,2,2020-10-27 00:00:00,2020,10,27,06:20:00 a.m.,6,,GRAL PAZ,"PAZ, GRAL. AV.",0.0,"PERON, EVA AV.","PAZ, GRAL. AV. y PERON, EVA AV.",9,-58.502517906284,-34.674503135662,MOTO-AUTO,MOTO,AUTO,Lesion
14738,LC-2020-0583878,1,2020-10-27 00:00:00,2020,10,27,11:27:00 a.m.,11,,CALLE,QUILMES,456.0,,QUILMES 456,4,-58.417158004096,-34.644793109684,SD-SD,,,Lesion
14739,LC-2020-0583993,1,2020-10-27 00:00:00,2020,10,27,01:40:00 p.m.,13,,AVENIDA,CORRIENTES AV.,0.0,"NEWBERY, JORGE AV.","CORRIENTES AV. y NEWBERY, JORGE AV.",15,-58.450768435285,-34.588690532901,PEATON-TRANSPORTE PUBLICO,PEATON,TRANSPORTE PUBLICO,Lesion
14740,LC-2020-0584054,3,2020-10-27 00:00:00,2020,10,27,11:10:00 a.m.,11,,GRAL PAZ,"PAZ, GRAL. AV.",0.0,"BALBIN, RICARDO, DR. AV.","PAZ, GRAL. AV. y BALBIN, RICARDO, DR. AV.",12,-58.500738109269,-34.549795102200,SD-SD,,,Lesion
14741,LC-2020-0584464,1,2020-10-27 00:00:00,2020,10,27,02:50:00 p.m.,14,,AVENIDA,CALLAO AV.,0.0,"MITRE, BARTOLOME","CALLAO AV. y MITRE, BARTOLOME",3,-58.392036822337,-34.607985670074,SD-SD,,,Lesion
14742,LC-2020-0584598,1,2020-10-27 00:00:00,2020,10,27,04:59:00 p.m.,16,,CALLE,"BUFANO, ALFREDO R.",1800.0,,"BUFANO, ALFREDO R. 1800",11,-58.472901795494,-34.611236684555,SD-SD,,,Lesion
14743,LC-2020-0584691,1,2020-10-27 00:00:00,2020,10,27,11:30:00 a.m.,11,,CALLE,TUCUMAN,0.0,SAN MARTIN,TUCUMAN y SAN MARTIN,1,-58.37399775623,-34.600960741578,SD-SD,,,Lesion
14744,LC-2020-0584704,1,2020-10-27 00:00:00,2020,10,27,01:00:00 a.m.,1,,AVENIDA,"MOREAU DE JUSTO, ALICIA AV.",286.0,,"MOREAU DE JUSTO, ALICIA AV. 286",1,-58.367107015718,-34.602010009496,SD-SD,,,Lesion
14745,LC-2020-0584770,1,2020-10-27 00:00:00,2020,10,27,04:05:00 p.m.,16,,CALLE,"GONZALEZ, ELPIDIO",4658.0,,"GONZALEZ, ELPIDIO 4658",10,-58.501375126724,-34.621870041627,SD-SD,,,Lesion
14746,LC-2020-0584800,1,2020-10-27 00:00:00,2020,10,27,10:18:00 a.m.,10,,AVENIDA,DIRECTORIO AV.,603.0,,DIRECTORIO AV. 603,6,-58.435761671102,-34.628119983404,SD-SD,,,Lesion
14747,LC-2020-0584842,1,2020-10-27 00:00:00,2020,10,27,04:50:00 p.m.,16,,AVENIDA,LOPE DE VEGA AV.,0.0,"GONZALEZ, ELPIDIO","LOPE DE VEGA AV. y GONZALEZ, ELPIDIO",10,-58.508311071483,-34.626830106108,SD-SD,,,Lesion
14748,LC-2020-0584844,1,2020-10-27 00:00:00,2020,10,27,05:52:00 p.m.,17,,CALLE,BILLINGHURST,137.0,,BILLINGHURST 137,5,-58.415779258312,-34.609096232749,SD-SD,,,Lesion
14749,LC-2020-0584877,2,2020-10-27 00:00:00,2020,10,27,12:10:00 a.m.,0,,GRAL PAZ,"PAZ, GRAL. AV.",0.0,CABILDO AV.,"PAZ, GRAL. AV. y CABILDO AV.",13,-58.476178020985,-34.538256524689,AUTO-AUTO,AUTO,AUTO,Lesion
14750,LC-2020-0584883,1,2020-10-27 00:00:00,2020,10,27,06:15:00 p.m.,18,,CALLE,"CEVALLOS, VIRREY",0.0,HUMBERTO 1Â°,"CEVALLOS, VIRREY y HUMBERTO 1Â°",1,-58.388744837151,-34.621386198728,SD-SD,,,Lesion
14751,LC-2020-0584918,1,2020-10-27 00:00:00,2020,10,27,07:10:00 p.m.,19,,CALLE,DEAN FUNES,0.0,RONDEAU,DEAN FUNES y RONDEAU,4,-58.404054380487,-34.635537633020,SD-SD,,,Lesion
14752,LC-2020-0584937,1,2020-10-27 00:00:00,2020,10,27,05:00:00 p.m.,17,,CALLE,MURGUIONDO,0.0,SAYOS,MURGUIONDO y SAYOS,8,-58.474619496103,-34.677780984482,SD-SD,,,Lesion
14753,LC-2020-0585009,1,2020-10-27 00:00:00,2020,10,27,08:40:00 p.m.,20,,AVENIDA,LAFUENTE,0.0,"ALBERDI, JUAN BAUTISTA AV.","LAFUENTE y ALBERDI, JUAN BAUTISTA AV.",7,-58.467177119178,-34.632923906849,SD-SD,,,Lesion
14754,LC-2020-0585023,1,2020-10-27 00:00:00,2020,10,27,08:30:00 p.m.,20,,AVENIDA,27 DE FEBRERO AV.,0.0,AUTOPISTA PRESIDENTE Hâ”œÃ«CTOR J. Câ”œÃ¼MPORA,27 DE FEBRERO AV. y AUTOPISTA PRESIDENTE HECTOR J. Câ”œÃ¼MPORA,8,-58.436059023656,-34.673902607933,SD-SD,,,Lesion
14755,LC-2020-0585444,3,2020-10-28 00:00:00,2020,10,28,06:35:00 a.m.,6,,CALLE,LARRAYA,0.0,ECHEANDIA,LARRAYA y ECHEANDIA,8,-58.484041391553,-34.665209980172,SD-SD,,,Lesion
14756,LC-2020-0585525,1,2020-10-28 00:00:00,2020,10,28,08:11:00 a.m.,8,,CALLE,MAZA,2255.0,,MAZA 2255,5,-58.413564714706,-34.637865950856,MOTO-SD,MOTO,,Lesion
14757,LC-2020-0585569,1,2020-10-28 00:00:00,2020,10,28,06:00:00 a.m.,6,,CALLE,CAFAYATE,4151.0,,CAFAYATE 4151,8,-58.477462092313,-34.678231624287,SD-SD,,,Lesion
14758,LC-2020-0585770,1,2020-10-28 00:00:00,2020,10,28,10:30:00 a.m.,10,,AVENIDA,DIAZ VELEZ AV.,0.0,BILLINGHURST,DIAZ VELEZ AV. y BILLINGHURST,5,-58.416067343411,-34.608535445598,SD-SD,,,Lesion
14759,LC-2020-0585954,1,2020-10-28 00:00:00,2020,10,28,12:30:00 p.m.,12,,CALLE,AYACUCHO,1307.0,,AYACUCHO 1307,2,-58.395525759708,-34.593448405483,SD-SD,,,Lesion
14760,LC-2020-0586160,1,2020-10-28 00:00:00,2020,10,28,12:30:00 a.m.,0,,AVENIDA,COMBATIENTES DE MALVINAS AV.,3100.0,,COMBATIENTES DE MALVINAS AV. 3100,15,-58.472299265461,-34.585086746191,MOTO-SD,MOTO,,Lesion
14761,LC-2020-0586309,1,2020-10-28 00:00:00,2020,10,28,02:10:00 p.m.,14,,CALLE,TINOGASTA,0.0,QUEVEDO,TINOGASTA y QUEVEDO,11,-58.516743405834,-34.613176115353,SD-SD,,,Lesion
14762,LC-2020-0586387,1,2020-10-28 00:00:00,2020,10,28,04:25:00 p.m.,16,,AVENIDA,"PERON, EVA AV.",0.0,EL TALA,"PERON, EVA AV. y EL TALA",9,-58.467545620169,-34.646657468726,SD-SD,,,Lesion
14763,LC-2020-0586400,6,2020-10-28 00:00:00,2020,10,28,05:10:00 p.m.,17,,AVENIDA,"DE LA TORRE, LISANDRO AV.",2343.0,,"DE LA TORRE, LISANDRO AV. 2343",9,-58.501174291656,-34.661983848174,SD-SD,,,Lesion
14764,LC-2020-0586466,1,2020-10-28 00:00:00,2020,10,28,05:00:00 p.m.,17,,AVENIDA,"ALEM, LEANDRO N. AV.",0.0,TUCUMAN,"ALEM, LEANDRO N. AV. y TUCUMAN",1,-58.370621796211,-34.600665076189,SD-SD,,,Lesion
14765,LC-2020-0586472,1,2020-10-28 00:00:00,2020,10,28,04:30:00 p.m.,16,,AVENIDA,"JUSTO, JUAN B. AV.",0.0,BARRAGAN,"JUSTO, JUAN B. AV. y BARRAGAN",10,-58.523272113978,-34.634218532899,SD-SD,,,Lesion
14766,LC-2020-0586570,1,2020-10-28 00:00:00,2020,10,28,05:14:00 p.m.,17,,AVENIDA,INDEPENDENCIA AV.,0.0,9 DE JULIO AV.,INDEPENDENCIA AV. y 9 DE JULIO AV.,1,-58.381136675759,-34.617653238781,SD-SD,,,Lesion
14767,LC-2020-0586579,2,2020-10-28 00:00:00,2020,10,28,05:20:00 p.m.,17,,AVENIDA,BELGRANO AV.,0.0,9 DE JULIO AV.,BELGRANO AV. y 9 DE JULIO AV.,1,-58.381353762551,-34.613100568506,SD-SD,,,Lesion
14768,LC-2020-0586632,1,2020-10-28 00:00:00,2020,10,28,12:40:00 p.m.,12,,CALLE,"ALVAREZ, JULIAN",0.0,PARAGUAY,"ALVAREZ, JULIAN y PARAGUAY",14,-58.418558033408,-34.589066854533,SD-SD,,,Lesion
14769,LC-2020-0586645,1,2020-10-28 00:00:00,2020,10,28,07:30:00 p.m.,19,,CALLE,"SUAREZ, JOSE LEON",0.0,"ALBERDI, JUAN BAUTISTA AV.","SUAREZ, JOSE LEON y ALBERDI, JUAN BAUTISTA AV.",9,-58.515621354431,-34.660936552519,MOTO-AUTO,MOTO,AUTO,Lesion
14770,LC-2020-0586716,1,2020-10-28 00:00:00,2020,10,28,08:15:00 p.m.,20,,AVENIDA,"MORENO, PERITO AV.",0.0,ZUVIRIA,"MORENO, PERITO AV. y ZUVIRIA",7,-58.464518413154,-34.649919462703,SD-SD,,,Lesion
14771,LC-2020-0586791,1,2020-10-28 00:00:00,2020,10,28,08:40:00 p.m.,20,,AVENIDA,ALVAREZ JONTE AV.,0.0,HELGUERA,ALVAREZ JONTE AV. y HELGUERA,11,-58.486472490520,-34.609614656198,MOTO-AUTO,MOTO,AUTO,Lesion
14772,LC-2020-0586865,1,2020-10-29 00:00:00,2020,10,29,10:40:00 p.m.,22,,AVENIDA,LIMA,0.0,"GARAY, JUAN DE AV.","LIMA y GARAY, JUAN DE AV.",1,-58.382233829418,-34.626938657191,SD-SD,,,Lesion
14773,LC-2020-0586986,1,2020-10-29 00:00:00,2020,10,29,02:00:00 a.m.,2,,AVENIDA,SAN JOSE,0.0,"GARAY, JUAN DE AV.","SAN JOSE y GARAY, JUAN DE AV.",1,-58.385732472048,-34.627062201117,SD-SD,,,Lesion
14774,LC-2020-0587387,1,2020-10-29 00:00:00,2020,10,29,11:52:00 a.m.,11,,AVENIDA,ESCALADA AV.,4347.0,,ESCALADA AV. 4347,8,-58.454828588295,-34.676902077567,SD-SD,,,Lesion
14775,LC-2020-0587483,1,2020-10-29 00:00:00,2020,10,29,10:30:00 a.m.,10,,AVENIDA,SAENZ AV.,0.0,ACHALA,SAENZ AV. y ACHALA,4,-58.416104189857,-34.642148021147,SD-SD,,,Lesion
14776,LC-2020-0587520,1,2020-10-29 00:00:00,2020,10,29,11:50:00 a.m.,11,,AVENIDA,"ALBERDI, JUAN BAUTISTA AV.",0.0,CAÃ‘ADA DE GOMEZ,"ALBERDI, JUAN BAUTISTA AV. y CAÃ‘ADA DE GOMEZ",9,-58.509615520784,-34.657306778152,MOTO-MOTO,MOTO,MOTO,Lesion
14777,LC-2020-0587524,1,2020-10-29 00:00:00,2020,10,29,08:00:00 a.m.,8,,AVENIDA,DEL LIBERTADOR AV.,0.0,CASARES AV.,DEL LIBERTADOR AV. y CASARES AV.,14,-58.409866463451,-34.577280609204,MOTO-AUTO,MOTO,AUTO,Lesion
14778,LC-2020-0587603,3,2020-10-29 00:00:00,2020,10,29,11:40:00 a.m.,11,,CALLE,THAMES,0.0,GORRITI,THAMES y GORRITI,14,-58.432186969664,-34.588761436919,SD-SD,,,Lesion
14779,LC-2020-0587661,1,2020-10-29 00:00:00,2020,10,29,12:30:00 p.m.,12,,AVENIDA,CORRIENTES AV.,0.0,"ARENAL, CONCEPCION","CORRIENTES AV. y ARENAL, CONCEPCION",15,-58.449517167238,-34.589889291989,MOTO-AUTO,MOTO,AUTO,Lesion
14780,LC-2020-0587722,1,2020-10-29 00:00:00,2020,10,29,11:35:00 a.m.,11,,CALLE,"UGARTE, MANUEL",3872.0,,"UGARTE, MANUEL 3872",12,-58.476424606843,-34.564281737383,MOTO-AUTO,MOTO,AUTO,Lesion
14781,LC-2020-0588109,3,2020-10-29 00:00:00,2020,10,29,11:40:00 a.m.,11,,AVENIDA,ENTRE RIOS AV.,0.0,RIVADAVIA AV.,ENTRE RIOS AV. y RIVADAVIA AV.,3,-58.391959161626,-34.609234203568,SD-SD,,,Lesion
14782,LC-2020-0588121,1,2020-10-29 00:00:00,2020,10,29,03:30:00 p.m.,15,,AVENIDA,"DELLEPIANE, LUIS, TTE. GRAL.",5938.0,,"DELLEPIANE, LUIS, TTE. GRAL. 5938",8,-58.478273968428,-34.677580365035,SD-SD,,,Lesion
14783,LC-2020-0588144,1,2020-10-29 00:00:00,2020,10,29,05:00:00 p.m.,17,,AVENIDA,"DIAZ, CESAR, GRAL. AV.",0.0,"JUSTO, JUAN B. AV.","DIAZ, CESAR, GRAL. AV. y JUSTO, JUAN B. AV.",10,-58.505069763383,-34.634238701403,SD-SD,,,Lesion
14784,LC-2020-0588186,1,2020-10-29 00:00:00,2020,10,29,04:33:00 p.m.,16,,CALLE,COMBATE DE LOS POZOS,865.0,,COMBATE DE LOS POZOS 865,3,-58.393430354165,-34.619034355500,SD-SD,,,Lesion
14785,LC-2020-0588355,1,2020-10-29 00:00:00,2020,10,29,01:30:00 p.m.,13,,AVENIDA,FOREST AV.,800.0,,FOREST AV. 800,15,-58.455916488166,-34.58333342726,TRANSPORTE PUBLICO-AUTO,TRANSPORTE PUBLICO,AUTO,Lesion
14786,LC-2020-0588361,1,2020-10-29 00:00:00,2020,10,29,04:50:00 p.m.,16,,GRAL PAZ,"PAZ, GRAL. AV.",0.0,AGUARIBAY,"PAZ, GRAL. AV. y AGUARIBAY",10,-58.529439409146,-34.633188714714,SD-SD,,,Lesion
14787,LC-2020-0588449,1,2020-10-29 00:00:00,2020,10,29,06:10:00 p.m.,18,,CALLE,RAMALLO,0.0,VUELTA DE OBLIGADO,RAMALLO y VUELTA DE OBLIGADO,13,-58.471451792165,-34.542418020435,SD-SD,,,Lesion
14788,LC-2020-0588480,1,2020-10-29 00:00:00,2020,10,29,08:10:00 p.m.,20,,AVENIDA,9 DE JULIO AV.,0.0,"CALVO, CARLOS","9 DE JULIO AV. y CALVO, CARLOS",1,-58.381041666429,-34.619756510062,SD-SD,,,Lesion
14789,LC-2020-0588577,1,2020-10-29 00:00:00,2020,10,29,07:00:00 p.m.,19,,AVENIDA,NAZCA AV.,1092.0,,NAZCA AV. 1092,7,-58.474365517002,-34.620628681185,SD-SD,,,Lesion
14790,LC-2020-0588604,1,2020-10-29 00:00:00,2020,10,29,06:55:00 p.m.,18,,CALLE,"GONZALEZ, ELPIDIO",0.0,"HUGO, VICTOR","GONZALEZ, ELPIDIO y HUGO, VICTOR",10,-58.511106449958,-34.629303717168,SD-SD,,,Lesion
14791,LC-2020-0588616,1,2020-10-29 00:00:00,2020,10,29,09:00:00 p.m.,21,,AVENIDA,SAN JUAN AV.,0.0,LA PLATA AV.,SAN JUAN AV. y LA PLATA AV.,6,-58.426757543126,-34.626997305138,MOTO-AUTO,MOTO,AUTO,Lesion
14792,LC-2020-0588655,1,2020-10-30 00:00:00,2020,10,30,10:45:00 p.m.,22,,AVENIDA,DIRECTORIO AV.,2386.0,,DIRECTORIO AV. 2386,7,-58.460403702408,-34.633585730426,SD-SD,,,Lesion
14793,LC-2020-0588684,1,2020-10-30 00:00:00,2020,10,30,10:20:00 p.m.,22,,CALLE,URIARTE,0.0,"CABRERA, JOSE A.","URIARTE y CABRERA, JOSE A.",14,-58.433978098133,-34.588716950053,MOTO-AUTO,MOTO,AUTO,Lesion
14794,LC-2020-0588740,1,2020-10-30 00:00:00,2020,10,30,01:54:00 a.m.,1,,AVENIDA,DEL LIBERTADOR AV.,0.0,CAVIA,DEL LIBERTADOR AV. y CAVIA,14,-58.407910014253,-34.578152922698,AUTO-AUTO,AUTO,AUTO,Lesion
14795,LC-2020-0588895,1,2020-10-30 00:00:00,2020,10,30,07:44:00 a.m.,7,,AVENIDA,DEL LIBERTADOR AV.,0.0,AUSTRIA,DEL LIBERTADOR AV. y AUSTRIA,2,-58.397314748992,-34.583078872657,SD-SD,,,Lesion
14796,LC-2020-0589163,1,2020-10-30 00:00:00,2020,10,30,10:50:00 a.m.,10,,CALLE,"HORNOS, GRAL.",0.0,BRANDSEN,"HORNOS, GRAL. y BRANDSEN",4,-58.376273555173,-34.638009165793,TRANSPORTE PUBLICO-SD,TRANSPORTE PUBLICO,,Lesion
14797,LC-2020-0589168,1,2020-10-30 00:00:00,2020,10,30,01:20:00 p.m.,13,,CALLE,LIMA,0.0,INDEPENDENCIA AV.,LIMA e INDEPENDENCIA AV.,1,-58.381514880155,-34.617660112719,SD-SD,,,Lesion
14798,LC-2020-0589190,1,2020-10-30 00:00:00,2020,10,30,09:40:00 a.m.,9,,AVENIDA,"SCALABRINI ORTIZ, RAUL AV.",0.0,SOLER,"SCALABRINI ORTIZ, RAUL AV. y SOLER",14,-58.422497985568,-34.589274647414,SD-SD,,,Lesion
14799,LC-2020-0589230,1,2020-10-30 00:00:00,2020,10,30,04:40:00 p.m.,16,,AVENIDA,"MORENO, JOSE MARIA AV.",0.0,"GOYENA, PEDRO AV.","MORENO, JOSE MARIA AV. y GOYENA, PEDRO AV.",6,-58.434308100496,-34.625867278588,SD-AUTO,,AUTO,Lesion
14800,LC-2020-0589244,1,2020-10-30 00:00:00,2020,10,30,10:55:00 a.m.,10,,CALLE,CASTILLO,0.0,"SCALABRINI ORTIZ, RAUL AV.","CASTILLO y SCALABRINI ORTIZ, RAUL AV.",15,-58.433367683073,-34.596418479998,MOTO-AUTO,MOTO,AUTO,Lesion
14801,LC-2020-0589394,1,2020-10-30 00:00:00,2020,10,30,01:10:00 p.m.,13,,CALLE,SARMIENTO,4255.0,,SARMIENTO 4255,5,-58.425149548829,-34.604212415612,SD-SD,,,Lesion
14802,LC-2020-0589527,1,2020-10-30 00:00:00,2020,10,30,03:30:00 a.m.,3,,CALLE,GUATEMALA,0.0,HUMBOLDT,GUATEMALA y HUMBOLDT,14,-58.431042752987,-34.581081776409,SD-AUTO,,AUTO,Lesion
14803,LC-2020-0589536,1,2020-10-30 00:00:00,2020,10,30,06:00:00 p.m.,18,,AVENIDA,"IRIARTE, GRAL. AV.",0.0,ZAVALETA,"IRIARTE, GRAL. AV. y ZAVALETA",4,-58.400567676566,-34.651070805528,SD-SD,,,Lesion
14804,LC-2020-0589675,1,2020-10-30 00:00:00,2020,10,30,02:00:00 p.m.,14,,AVENIDA,CORDOBA AV.,0.0,THAMES,CORDOBA AV. y THAMES,15,-58.435312423920,-34.590821595313,SD-SD,,,Lesion
14805,LC-2020-0589700,1,2020-10-30 00:00:00,2020,10,30,02:30:00 p.m.,14,,AVENIDA,CALLAO AV.,551.0,,CALLAO AV. 551,1,-58.392281353206,-34.602532897629,SD-SD,,,Lesion
14806,LC-2020-0589729,1,2020-10-30 00:00:00,2020,10,30,03:35:00 p.m.,15,,CALLE,"PERON, JUAN DOMINGO, TTE. GENERAL",2158.0,,"PERON, JUAN DOMINGO, TTE. GENERAL 2158",3,-58.397237628972,-34.607384918990,SD-SD,,,Lesion
14807,LC-2020-0589768,1,2020-10-30 00:00:00,2020,10,30,04:40:00 p.m.,16,,AVENIDA,"ALCORTA, AMANCIO AV.",0.0,ZAVALETA,"ALCORTA, AMANCIO AV. y ZAVALETA",4,-58.401840945723,-34.645468454794,SD-SD,,,Lesion
14808,LC-2020-0589806,1,2020-10-30 00:00:00,2020,10,30,04:40:00 p.m.,16,,AVENIDA,"JUSTO, JUAN B. AV.",0.0,IRIGOYEN,"JUSTO, JUAN B. AV. e IRIGOYEN",10,-58.508386579720,-34.634598468686,SD-SD,,,Lesion
14809,LC-2020-0589816,1,2020-10-30 00:00:00,2020,10,30,04:33:00 p.m.,16,,CALLE,DARREGUEYRA,2102.0,,DARREGUEYRA 2102,14,-58.427477538683,-34.583909956333,SD-SD,,,Lesion
14810,LC-2020-0589870,1,2020-10-30 00:00:00,2020,10,30,02:15:00 p.m.,14,,AVENIDA,ENTRE RIOS AV.,0.0,PAVON,ENTRE RIOS AV. y PAVON,3,-58.391245472041,-34.626331489852,SD-SD,,,Lesion
14811,LC-2020-0589875,2,2020-10-30 00:00:00,2020,10,30,06:00:00 p.m.,18,,CALLE,"BILBAO, FRANCISCO",4204.0,,"BILBAO, FRANCISCO 4204",9,-58.477899319846,-34.648922700258,AUTO-CAMION,AUTO,CAMION,Lesion
14812,LC-2020-0589937,1,2020-10-30 00:00:00,2020,10,30,04:33:00 p.m.,16,,CALLE,NEUQUEN,0.0,"GAINZA, MARTIN DE, GRAL.","NEUQUEN y GAINZA, MARTIN DE, GRAL.",6,-58.446697026498,-34.615985108362,SD-SD,,,Lesion
14813,LC-2020-0589969,1,2020-10-30 00:00:00,2020,10,30,05:00:00 p.m.,17,,AVENIDA,DORREGO AV.,0.0,GUZMAN,DORREGO AV. y GUZMAN,15,-58.44864861962,-34.592646068603,TAXI-AUTO,TAXI,AUTO,Lesion
14814,LC-2020-0590034,1,2020-10-30 00:00:00,2020,10,30,06:20:00 p.m.,18,,CALLE,CERVANTES,0.0,"BEIRO, FRANCISCO AV.","CERVANTES y BEIRO, FRANCISCO AV.",11,-58.521943006869,-34.612067655778,SD-SD,,,Lesion
14815,LC-2020-0590170,2,2020-10-30 00:00:00,2020,10,30,07:50:00 p.m.,19,,AVENIDA,"IRIARTE, GRAL. AV.",0.0,SANTA ELENA,"IRIARTE, GRAL. AV. y SANTA ELENA",4,-58.383688843966,-34.650101918179,MOTO-AUTO,MOTO,AUTO,Lesion
14816,LC-2020-0590171,1,2020-10-30 00:00:00,2020,10,30,09:00:00 a.m.,9,,CALLE,LASCANO,0.0,CUENCA,LASCANO y CUENCA,11,-58.488884687754,-34.608961629868,SD-SD,,,Lesion
14817,LC-2020-0590279,1,2020-10-31 00:00:00,2020,10,31,11:50:00 p.m.,23,,AVENIDA,RIVADAVIA AV.,0.0,CATAMARCA,RIVADAVIA AV. y CATAMARCA,3,-58.407667686022,-34.610236787447,SD-SD,,,Lesion
14818,LC-2020-0590280,2,2020-10-31 00:00:00,2020,10,31,11:42:00 p.m.,23,,AVENIDA,WARNES AV.,0.0,"ARENAL, CONCEPCION","WARNES AV. y ARENAL, CONCEPCION",15,-58.457073979865,-34.597302147247,MOTO-SD,MOTO,,Lesion
14819,LC-2020-0590284,1,2020-10-31 00:00:00,2020,10,31,11:15:00 p.m.,23,,AVENIDA,ENTRE RIOS AV.,0.0,ESTADOS UNIDOS,ENTRE RIOS AV. y ESTADOS UNIDOS,3,-58.391669202732,-34.619108205457,SD-SD,,,Lesion
14820,LC-2020-0590290,2,2020-10-31 00:00:00,2020,10,31,01:31:00 a.m.,1,,CALLE,CERRITO,0.0,CORDOBA AV.,CERRITO y CORDOBA AV.,1,-58.382524648358,-34.599089543017,SD-SD,,,Lesion
14821,LC-2020-0590451,7,2020-10-31 00:00:00,2020,10,31,05:09:00 a.m.,5,,CALLE,CAMARGO,0.0,SERRANO,CAMARGO y SERRANO,15,-58.443686281468,-34.59724326407,MIXTO-TRANSPORTE PUBLICO,MIXTO,TRANSPORTE PUBLICO,Lesion
14822,LC-2020-0590552,4,2020-10-31 00:00:00,2020,10,31,08:40:00 a.m.,8,,CALLE,MORENO,0.0,SOLIS,MORENO y SOLIS,1,-58.390360367740,-34.612560868215,SD-SD,,,Lesion
14823,LC-2020-0590660,1,2020-10-31 00:00:00,2020,10,31,09:40:00 a.m.,9,,AVENIDA,"LACROZE, FEDERICO AV.",4170.0,,"LACROZE, FEDERICO AV. 4170",15,-58.454689735407,-34.586696683168,MOTO-AUTO,MOTO,AUTO,Lesion
14824,LC-2020-0590702,1,2020-10-31 00:00:00,2020,10,31,08:50:00 p.m.,20,,CALLE,GUZMAN,396.0,,GUZMAN 396,15,-58.451892553509,-34.589869639026,PEATON-AUTO,PEATON,AUTO,Lesion
14825,LC-2020-0590736,2,2020-10-31 00:00:00,2020,10,31,11:10:00 a.m.,11,,AVENIDA,9 DE JULIO AV.,0.0,TUCUMAN,9 DE JULIO AV. y TUCUMAN,1,-58.381932343475,-34.601384141356,SD-SD,,,Lesion
14826,LC-2020-0590823,2,2020-10-31 00:00:00,2020,10,31,12:30:00 p.m.,12,,AVENIDA,"BALBIN, RICARDO, DR. AV.",0.0,CONGRESO AV.,"BALBIN, RICARDO, DR. AV. y CONGRESO AV.",12,-58.471428745116,-34.560094354320,MOTO-AUTO,MOTO,AUTO,Lesion
14827,LC-2020-0590851,1,2020-10-31 00:00:00,2020,10,31,12:30:00 p.m.,12,,CALLE,BERUTI,0.0,BILLINGHURST,BERUTI y BILLINGHURST,2,-58.408281958356,-34.588167286893,SD-SD,,,Lesion
14828,LC-2020-0590892,1,2020-10-31 00:00:00,2020,10,31,02:49:00 p.m.,14,,AVENIDA,AVELLANEDA AV.,0.0,"ALVAREZ, DONATO, TTE. GRAL.","AVELLANEDA AV. y ALVAREZ, DONATO, TTE. GRAL.",7,-58.456076537441,-34.621203483794,SD-SD,,,Lesion
14829,LC-2020-0590944,1,2020-10-31 00:00:00,2020,10,31,02:25:00 p.m.,14,,AVENIDA,"GARAY, JUAN DE AV.",3253.0,,"GARAY, JUAN DE AV. 3253",3,-58.411080010225,-34.629994483914,SD-SD,,,Lesion
14830,LC-2020-0591043,1,2020-10-31 00:00:00,2020,10,31,02:30:00 p.m.,14,,AVENIDA,SAENZ AV.,0.0,"ALCORTA, AMANCIO AV.","SAENZ AV. y ALCORTA, AMANCIO AV.",4,-58.416731683469,-34.656735622078,SD-SD,,,Lesion
14831,LC-2020-0591051,1,2020-10-31 00:00:00,2020,10,31,03:15:00 p.m.,15,,CALLE,SALADILLO,0.0,"BARROS PAZOS, JOSE","SALADILLO y BARROS PAZOS, JOSE",8,-58.480723619552,-34.688549791403,SD-SD,,,Lesion
